-2.87657,1.663488,-4.498386,3.488434,0.395251,-3.587129,0.773357,-0.91525,2.573,1.361841,0
-0.701747,-0.570766,0.566515,-0.218081,1.199675,2.872561,1.940022,-2.274027,1.609701,4.039853,1
4.369829,-3.141377,3.529192,2.660682,2.462394,-1.882157,0.104404,0.942166,1.283458,-3.968304,2
8.916818,-3.653964,-3.222407,5.952949,-2.532802,-1.536643,2.157628,0.213207,-0.088351,2.634485,3
2.233004,0.050001,-2.284447,-1.813584,2.641198,-1.083767,2.177665,-0.227288,-1.73081,1.752036,4
2.341339,-0.537892,-6.738195,2.048399,-1.03653,0.570744,-1.204794,-2.616248,0.642066,-0.954623,5
1.615204,3.792767,-0.650278,-1.554679,0.300129,-1.395167,-2.705405,-2.059967,3.208058,2.41729,6
1.445601,-0.914887,3.355653,-2.676781,-1.327038,2.509368,-0.541958,-1.826025,2.606711,-1.079488,7
5.896081,-3.59002,3.443425,1.38147,-0.90268,2.289055,-0.152818,-1.130474,-2.506612,-6.853317,8
1.112683,-0.79247,-2.470372,-5.581799,-3.013813,4.849437,6.316079,-2.508717,-1.335387,1.610462,9
-4.699596,4.205114,7.022298,-2.670585,-0.52959,-2.632733,-0.043541,-0.47779,-1.258693,3.281919,10
-1.566627,-3.701955,3.150885,3.333487,-0.444784,0.268588,2.694029,-1.711346,-2.539616,2.095452,11
-0.153617,3.008241,1.090499,5.3594,2.97609,-4.8424,4.741164,-2.8223,-2.120779,6.306134,12
0.34316,2.769755,1.014732,-3.028515,-1.226371,-0.327413,1.065771,-2.825619,-2.203183,0.151854,13
-1.188011,-0.616417,-4.715688,0.277399,-4.332813,-5.576922,-0.741078,-5.969965,-1.863085,-2.396941,14
-3.33025,-1.05088,0.293946,-1.123843,-1.121286,-2.267694,0.222482,1.629886,0.082257,1.221803,15
-3.514126,4.353425,2.240284,-4.290048,3.276728,2.126373,0.122796,2.301307,0.990151,0.618106,16
3.774829,0.05895,0.970022,0.709983,1.35397,-3.383257,2.738208,11.176892,4.770834,2.579658,17
0.81832,1.132612,-2.007396,-2.342257,0.732183,-1.151169,-2.63131,-0.016905,2.95044,4.266796,18
-1.74298,-0.036134,-0.874433,-6.455777,7.293423,3.653285,-5.975187,-4.727327,-0.458968,-1.694529,19
0.640398,-1.116462,1.572613,-1.881718,-2.574058,3.049114,-4.491099,-5.633847,6.298008,3.665674,20
1.437049,-0.834061,-1.968095,-0.445836,2.320176,1.107029,-3.687825,4.129158,0.204098,-1.641743,21
-1.509696,-1.757252,-4.777898,-0.451846,-2.383373,-0.757388,0.643172,-4.783627,-4.819354,3.083482,22
-1.870392,-2.615286,-2.791378,-3.815657,2.165879,4.241759,1.502261,0.058223,-3.500856,-3.843043,23
